# time step,model 2 server believed rewards, model 2 true rewards, random true rewards
616.0,6.594000,1.019300,0.654400
617.0,6.594100,1.019400,0.654400
618.0,6.592600,1.019400,0.654200
619.0,6.591900,1.019500,0.654200
620.0,6.590000,1.019600,0.654100
621.0,6.588400,1.019700,0.654200
622.0,6.586600,1.019800,0.654200
623.0,6.586200,1.019800,0.654300
624.0,6.584600,1.019800,0.654600
625.0,6.583100,1.019900,0.654600
626.0,6.581700,1.019900,0.654600
627.0,6.580800,1.019900,0.654600
628.0,6.578700,1.020000,0.654600
629.0,6.577600,1.020000,0.654800
630.0,6.575600,1.020100,0.654700
631.0,6.573500,1.020100,0.654800
632.0,6.572400,1.020200,0.654900
633.0,6.570600,1.020200,0.654800
634.0,6.570200,1.020300,0.654900
635.0,6.570100,1.020300,0.655000
636.0,6.570300,1.020400,0.655100
637.0,6.569300,1.020400,0.654900
638.0,6.567300,1.020400,0.655000
639.0,6.565000,1.020500,0.654900
640.0,6.564500,1.020500,0.654900
641.0,6.563300,1.020600,0.655200
642.0,6.561600,1.020600,0.655300
643.0,6.560200,1.020700,0.655200
644.0,6.559800,1.020700,0.655300
645.0,6.560200,1.020700,0.655200
646.0,6.558600,1.020700,0.655200
647.0,6.557900,1.020800,0.655100
648.0,6.555900,1.020800,0.655000
649.0,6.555000,1.020900,0.655000
650.0,6.553700,1.020900,0.655200
651.0,6.552200,1.020900,0.655300
652.0,6.552100,1.020900,0.655300
653.0,6.551600,1.021000,0.655400
654.0,6.549400,1.021000,0.655400
655.0,6.548000,1.021000,0.655500
656.0,6.547700,1.021100,0.655500
657.0,6.547200,1.021200,0.655400
658.0,6.546700,1.021200,0.655300
659.0,6.545800,1.021300,0.655200
660.0,6.545000,1.021400,0.655100
661.0,6.544200,1.021500,0.655100
662.0,6.543200,1.021600,0.655200
663.0,6.541800,1.021700,0.655300
664.0,6.541500,1.021700,0.655300
665.0,6.539500,1.021700,0.655100
666.0,6.538300,1.021800,0.655100
667.0,6.538400,1.021800,0.655200
668.0,6.536900,1.021900,0.655200
669.0,6.535700,1.021900,0.655200
670.0,6.535200,1.022000,0.655200
671.0,6.534300,1.022100,0.655400
672.0,6.532100,1.022100,0.655600
673.0,6.531800,1.022100,0.655500
674.0,6.529600,1.022100,0.655500
675.0,6.528300,1.022200,0.655400
676.0,6.526900,1.022200,0.655400
677.0,6.525200,1.022300,0.655400
678.0,6.525200,1.022500,0.655400
679.0,6.523600,1.022500,0.655400
680.0,6.522700,1.022600,0.655400
681.0,6.522200,1.022700,0.655600
682.0,6.521200,1.022800,0.655600
683.0,6.520900,1.022800,0.655600
684.0,6.520700,1.022900,0.655400
685.0,6.519700,1.022900,0.655300
686.0,6.518500,1.023000,0.655300
687.0,6.518000,1.023100,0.655300
688.0,6.518300,1.023100,0.655200
689.0,6.516500,1.023100,0.655100
690.0,6.516800,1.023200,0.655100
691.0,6.515400,1.023200,0.655200
692.0,6.514000,1.023300,0.655300
693.0,6.514100,1.023400,0.655400
694.0,6.513500,1.023400,0.655200
695.0,6.513600,1.023500,0.655400
696.0,6.513100,1.023600,0.655600
697.0,6.511300,1.023600,0.655500
698.0,6.511700,1.023700,0.655500
699.0,6.510700,1.023700,0.655700
700.0,6.511100,1.023800,0.655600
701.0,6.509900,1.023900,0.655400
702.0,6.508700,1.023900,0.655600
703.0,6.508500,1.024000,0.655400
704.0,6.506700,1.024000,0.655500
705.0,6.506800,1.024000,0.655600
706.0,6.505900,1.024200,0.655700
707.0,6.506700,1.024200,0.655600
708.0,6.506200,1.024200,0.655600
709.0,6.504400,1.024200,0.655700
710.0,6.503800,1.024200,0.655700
711.0,6.502800,1.024200,0.655700
712.0,6.501400,1.024200,0.655900
